#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
             520        1.527537        1.527918     9.65743e-06
             521        1.527537        1.527917    9.666521e-06
             522        1.527537        1.527917    9.675407e-06
             523        1.527537        1.527916    9.684093e-06
             524        1.527534        1.527915    9.692918e-06
             525        1.527534        1.527914    9.701545e-06
             526        1.527534        1.527914    9.709975e-06
             527        1.527534        1.527913    9.718212e-06
             528        1.527534        1.527912    9.726259e-06
             529        1.527534        1.527911    9.734118e-06
             530        1.527534        1.527911    9.741794e-06
             531        1.527534         1.52791    9.749287e-06
             532        1.527529        1.527909    9.757251e-06
             533        1.527529        1.527909    9.765031e-06
             534        1.527529        1.527908     9.77263e-06
             535        1.527529        1.527907    9.780049e-06
             536        1.527526        1.527906    9.787612e-06
             537        1.527524        1.527906    9.795317e-06
             538        1.527524        1.527905    9.802844e-06
             539        1.527526        1.527904     9.80988e-06
             540        1.527526        1.527904    9.816746e-06
             541        1.527526        1.527903    9.823445e-06
             542        1.527523        1.527902    9.830289e-06
             543        1.527518        1.527902    9.837591e-06
             544        1.527518        1.527901    9.844721e-06
             545        1.527518          1.5279    9.851683e-06
             546        1.527513        1.527899    9.859098e-06
             547        1.527513        1.527899    9.866342e-06
             548        1.527513        1.527898    9.873418e-06
             549        1.527508        1.527897    9.880943e-06
             550        1.527508        1.527897    9.888297e-06
             551        1.527503        1.527896    9.896099e-06
             552        1.527503        1.527895    9.903727e-06
             553        1.527503        1.527894    9.911185e-06
             554        1.527503        1.527894    9.918473e-06
             555          1.5275        1.527893    9.925899e-06
             556          1.5275        1.527892    9.933158e-06
             557        1.527498        1.527892    9.940554e-06
             558        1.527495        1.527891    9.948086e-06
             559        1.527495         1.52789     9.95545e-06
             560        1.527493         1.52789     9.96295e-06
             561        1.527493        1.527889    9.970285e-06
             562        1.527492        1.527888    9.977455e-06
             563         1.52749        1.527887    9.984761e-06
             564         1.52749        1.527887    9.991904e-06
             565         1.52749        1.527886    9.998887e-06
             566        1.527487        1.527885    1.000601e-05
             567         1.52749        1.527885    1.001267e-05
             568        1.527489        1.527884    1.001919e-05
             569        1.527489        1.527883    1.002555e-05
             570        1.527489        1.527883    1.003176e-05
             571        1.527491        1.527882    1.003755e-05
             572        1.527494        1.527881    1.004291e-05
             573        1.527494         1.52788    1.004813e-05
             574        1.527491         1.52788     1.00535e-05
             575        1.527491        1.527879    1.005873e-05
             576        1.527491        1.527878    1.006382e-05
             577        1.527491        1.527878    1.006879e-05
             578        1.527491        1.527877    1.007362e-05
             579        1.527491        1.527876    1.007833e-05
             580        1.527488        1.527876    1.008317e-05
             581        1.527488        1.527875    1.008789e-05
             582        1.527485        1.527874    1.009275e-05
             583        1.527488        1.527874    1.009722e-05
             584        1.527488        1.527873    1.010156e-05
             585        1.527487        1.527872    1.010579e-05
             586        1.527487        1.527872    1.010989e-05
             587        1.527487        1.527871    1.011387e-05
             588        1.527485         1.52787      1.0118e-05
             589        1.527485         1.52787    1.012201e-05
             590        1.527482        1.527869    1.012617e-05
             591        1.527477        1.527868    1.013073e-05
             592        1.527477        1.527868    1.013516e-05
             593        1.527475        1.527867    1.013974e-05
             594        1.527472        1.527867    1.014446e-05
             595        1.527472        1.527866    1.014905e-05
             596         1.52747        1.527865    1.015379e-05
             597        1.527469        1.527865     1.01584e-05
             598        1.527469        1.527864    1.016289e-05
             599        1.527467        1.527863    1.016753e-05
             600        1.527467        1.527863    1.017204e-05
             601        1.527462        1.527862    1.017694e-05
             602        1.527462        1.527861    1.018173e-05
             603        1.527462        1.527861     1.01864e-05
             604        1.527459         1.52786     1.01912e-05
             605        1.527459        1.527859    1.019588e-05
             606        1.527454        1.527859    1.020096e-05
             607        1.527456        1.527858    1.020565e-05
             608        1.527456        1.527857    1.021024e-05
             609        1.527456        1.527857     1.02147e-05
             610        1.527451        1.527856    1.021955e-05
             611        1.527451        1.527855    1.022429e-05
             612        1.527453        1.527855    1.022866e-05
             613        1.527453        1.527854    1.023291e-05
             614        1.527453        1.527853    1.023706e-05
             615        1.527453        1.527853    1.024109e-05
             616        1.527453        1.527852    1.024502e-05
             617        1.527448        1.527851    1.024933e-05
             618         1.52745        1.527851    1.025328e-05
             619         1.52745         1.52785    1.025713e-05
             620        1.527447        1.527849    1.026112e-05
             621        1.527447        1.527849    1.026499e-05
             622        1.527445        1.527848    1.026901e-05
             623        1.527445        1.527847    1.027291e-05
             624        1.527447        1.527847    1.027648e-05
             625        1.527447        1.527846    1.027994e-05
             626        1.527442        1.527845    1.028378e-05
             627        1.527439        1.527845    1.028775e-05
             628        1.527435        1.527844    1.029209e-05
             629        1.527432        1.527844    1.029657e-05
             630         1.52743        1.527843    1.030117e-05
             631        1.527429        1.527842    1.030566e-05
             632        1.527429        1.527842    1.031005e-05
             633        1.527429        1.527841    1.031433e-05
             634        1.527427         1.52784    1.031874e-05
             635        1.527424         1.52784    1.032328e-05
             636        1.527424        1.527839    1.032771e-05
             637        1.527421        1.527838    1.033227e-05
             638        1.527419        1.527838    1.033696e-05
             639        1.527419        1.527837    1.034154e-05
             640        1.527419        1.527836    1.034601e-05
             641        1.527419        1.527836    1.035038e-05
             642        1.527414        1.527835    1.035511e-05
             643        1.527414        1.527834    1.035973e-05
             644        1.527413        1.527834    1.036425e-05
             645        1.527413        1.527833    1.036866e-05
             646        1.527413        1.527832    1.037296e-05
             647        1.527415        1.527832    1.037694e-05
             648        1.527415        1.527831    1.038082e-05
             649        1.527415         1.52783     1.03846e-05
             650        1.527415         1.52783    1.038829e-05
             651        1.527415        1.527829    1.039188e-05
             652        1.527415        1.527829    1.039537e-05
             653        1.527414        1.527828    1.039878e-05
             654        1.527414        1.527827    1.040209e-05
             655        1.527414        1.527827    1.040531e-05
             656        1.527412        1.527826    1.040866e-05
             657        1.527412        1.527825    1.041192e-05
             658        1.527414        1.527825    1.041487e-05
             659        1.527414        1.527824    1.041774e-05
