#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
             331        -6.63815        -6.62294       0.0269128
             332        -6.64035        -6.62299       0.0268318
             333        -6.64251        -6.62305       0.0267513
             334        -6.64398        -6.62311       0.0266713
             335        -6.64573        -6.62318       0.0265918
             336        -6.64711        -6.62325       0.0265127
             337        -6.64943        -6.62333       0.0264341
             338        -6.65137        -6.62341       0.0263561
             339        -6.65295         -6.6235       0.0262785
             340        -6.65448        -6.62359       0.0262013
             341        -6.65628        -6.62368       0.0261247
             342        -6.65739        -6.62378       0.0260485
             343        -6.65877        -6.62388       0.0259727
             344         -6.6601        -6.62399       0.0258974
             345        -6.66171         -6.6241       0.0258226
             346        -6.66326        -6.62421       0.0257482
             347        -6.66508        -6.62433       0.0256743
             348        -6.66588        -6.62445       0.0256008
             349        -6.66727        -6.62457       0.0255277
             350        -6.66797         -6.6247       0.0254551
             351        -6.66893        -6.62482       0.0253829
             352        -6.67049        -6.62495       0.0253111
             353        -6.67166        -6.62508       0.0252398
             354        -6.67311        -6.62522       0.0251688
             355        -6.67417        -6.62536       0.0250983
             356        -6.67551         -6.6255       0.0250282
             357        -6.67679        -6.62564       0.0249585
             358        -6.67898        -6.62579       0.0248892
             359        -6.68015        -6.62594       0.0248204
             360        -6.67996        -6.62609       0.0247519
             361        -6.68102        -6.62624       0.0246838
             362        -6.68169         -6.6264       0.0246161
             363        -6.68296        -6.62655       0.0245487
             364         -6.6832        -6.62671       0.0244818
             365        -6.68371        -6.62686       0.0244152
             366        -6.68417        -6.62702        0.024349
             367        -6.68489        -6.62718       0.0242832
             368        -6.68524        -6.62734       0.0242177
             369        -6.68554        -6.62749       0.0241526
             370        -6.68514        -6.62765       0.0240878
             371        -6.68533        -6.62781       0.0240234
             372        -6.68482        -6.62796       0.0239593
             373        -6.68524        -6.62811       0.0238955
             374         -6.6856        -6.62827       0.0238321
             375        -6.68527        -6.62842       0.0237691
             376        -6.68554        -6.62857       0.0237064
             377        -6.68479        -6.62872       0.0236439
             378        -6.68496        -6.62887       0.0235819
             379        -6.68509        -6.62902       0.0235201
             380        -6.68485        -6.62916       0.0234587
             381        -6.68424        -6.62931       0.0233975
             382        -6.68391        -6.62945       0.0233367
             383        -6.68256        -6.62959       0.0232762
             384        -6.68182        -6.62973        0.023216
             385        -6.68137        -6.62986       0.0231561
             386        -6.68119        -6.62999       0.0230965
             387        -6.68033        -6.63012       0.0230372
             388        -6.67975        -6.63025       0.0229781
             389         -6.6788        -6.63038       0.0229194
             390        -6.67814         -6.6305        0.022861
             391        -6.67679        -6.63062       0.0228028
             392        -6.67638        -6.63073       0.0227449
             393        -6.67528        -6.63085       0.0226873
             394         -6.6748        -6.63096         0.02263
             395        -6.67298        -6.63106        0.022573
             396        -6.67177        -6.63117       0.0225162
             397        -6.67151        -6.63127       0.0224597
             398        -6.67056        -6.63137       0.0224035
             399        -6.66893        -6.63146       0.0223476
             400        -6.66856        -6.63155       0.0222919
             401        -6.66751        -6.63164       0.0222365
             402        -6.66676        -6.63173       0.0221813
             403        -6.66597        -6.63182       0.0221265
             404        -6.66451         -6.6319       0.0220718
             405        -6.66399        -6.63198       0.0220175
             406        -6.66279        -6.63205       0.0219634
             407        -6.66156        -6.63212       0.0219095
             408        -6.65998        -6.63219       0.0218559
             409        -6.65934        -6.63226       0.0218026
             410        -6.65835        -6.63232       0.0217495
             411        -6.65734        -6.63238       0.0216967
             412        -6.65663        -6.63244       0.0216441
             413        -6.65492         -6.6325       0.0215918
             414        -6.65384        -6.63255       0.0215397
             415         -6.6524         -6.6326       0.0214878
             416        -6.65062        -6.63264       0.0214362
             417        -6.64849        -6.63268       0.0213848
             418        -6.64634        -6.63271       0.0213337
             419        -6.64482        -6.63274       0.0212828
             420        -6.64489        -6.63277       0.0212322
             421        -6.64333        -6.63279       0.0211817
             422        -6.64207        -6.63282       0.0211316
             423        -6.64079        -6.63283       0.0210816
             424        -6.63916        -6.63285       0.0210319
             425        -6.63752        -6.63286       0.0209824
             426        -6.63553        -6.63287       0.0209332
             427        -6.63385        -6.63287       0.0208841
             428        -6.63183        -6.63287       0.0208353
             429        -6.63013        -6.63286       0.0207868
             430        -6.62873        -6.63285       0.0207384
             431        -6.62699        -6.63284       0.0206903
             432        -6.62524        -6.63282       0.0206424
             433        -6.62381         -6.6328       0.0205948
             434        -6.62203        -6.63277       0.0205473
             435        -6.62025        -6.63275       0.0205001
             436        -6.61878        -6.63271       0.0204531
             437        -6.61633        -6.63268       0.0204064
             438        -6.61517        -6.63264       0.0203598
             439          -6.614        -6.63259       0.0203135
             440        -6.61154        -6.63255       0.0202674
             441        -6.61004        -6.63249       0.0202215
             442        -6.60821        -6.63244       0.0201758
             443        -6.60638        -6.63238       0.0201303
             444        -6.60455        -6.63232       0.0200851
             445         -6.6024        -6.63225       0.0200401
             446        -6.60025        -6.63218       0.0199953
             447        -6.59907         -6.6321       0.0199507
             448        -6.59693        -6.63203       0.0199063
             449        -6.59511        -6.63194       0.0198621
             450        -6.59298        -6.63186       0.0198182
             451        -6.59216        -6.63177       0.0197744
             452        -6.59102        -6.63168       0.0197309
             453        -6.58924        -6.63159       0.0196876
             454        -6.58715        -6.63149       0.0196444
             455        -6.58572        -6.63139       0.0196015
             456        -6.58334        -6.63128       0.0195588
             457        -6.58194        -6.63117       0.0195163
             458        -6.58056        -6.63106        0.019474
             459        -6.57856        -6.63095       0.0194319
             460         -6.5769        -6.63083         0.01939
             461        -6.57494        -6.63071       0.0193484
             462        -6.57332        -6.63059       0.0193069
             463        -6.57173        -6.63046       0.0192656
             464        -6.57049        -6.63033       0.0192245
             465        -6.56831         -6.6302       0.0191836
             466         -6.5668        -6.63006       0.0191429
             467        -6.56597        -6.62992       0.0191024
             468        -6.56452        -6.62978       0.0190621
             469        -6.56343        -6.62964        0.019022
             470        -6.56238         -6.6295       0.0189821
             471        -6.56168        -6.62935       0.0189423
             472         -6.5607        -6.62921       0.0189028
             473        -6.55943        -6.62906       0.0188634
             474        -6.55819        -6.62891       0.0188242
             475          -6.557        -6.62876       0.0187851
             476        -6.55519        -6.62861       0.0187463
             477        -6.55376        -6.62845       0.0187077
             478        -6.55204        -6.62829       0.0186692
             479        -6.55068        -6.62813       0.0186309
             480        -6.55002        -6.62796       0.0185928
             481         -6.5494         -6.6278       0.0185549
             482         -6.5485        -6.62764       0.0185171
             483          -6.547        -6.62747       0.0184796
             484        -6.54588         -6.6273       0.0184421
             485        -6.54512        -6.62713       0.0184049
             486        -6.54441        -6.62696       0.0183678
             487        -6.54406        -6.62679       0.0183309
             488        -6.54345        -6.62662       0.0182941
             489         -6.5432        -6.62645       0.0182575
             490          -6.543        -6.62628        0.018221
             491        -6.54221        -6.62611       0.0181847
             492        -6.54211        -6.62594       0.0181486
             493        -6.54173        -6.62577       0.0181126
             494        -6.54108         -6.6256       0.0180767
             495        -6.54146        -6.62543        0.018041
             496        -6.54124        -6.62526       0.0180054
             497        -6.54172        -6.62509         0.01797
             498        -6.54095        -6.62492       0.0179347
             499        -6.54056        -6.62475       0.0178995
             500        -6.54022        -6.62458       0.0178645
             501        -6.54059        -6.62441       0.0178297
             502        -6.54035        -6.62425       0.0177949
             503        -6.54115        -6.62408       0.0177603
             504        -6.54166        -6.62392       0.0177258
             505        -6.54224        -6.62375       0.0176915
             506        -6.54286         -6.6236       0.0176572
             507        -6.54322        -6.62344       0.0176231
             508        -6.54331        -6.62328       0.0175891
             509        -6.54377        -6.62312       0.0175553
             510        -6.54364        -6.62297       0.0175215
             511        -6.54389        -6.62281       0.0174879
             512        -6.54484        -6.62266       0.0174544
             513        -6.54617        -6.62251        0.017421
             514        -6.54724        -6.62236       0.0173878
             515        -6.54771        -6.62222       0.0173546
             516        -6.54791        -6.62208       0.0173216
             517        -6.54914        -6.62193       0.0172886
             518        -6.54913        -6.62179       0.0172558
             519        -6.55015        -6.62166       0.0172231
             520        -6.55122        -6.62152       0.0171906
             521        -6.55234        -6.62139       0.0171581
             522        -6.55352        -6.62126       0.0171257
             523         -6.5541        -6.62113       0.0170934
             524        -6.55538          -6.621       0.0170613
             525        -6.55672        -6.62088       0.0170292
             526         -6.5581        -6.62076       0.0169973
             527        -6.55986        -6.62065       0.0169654
             528        -6.56135        -6.62053       0.0169336
             529        -6.56289        -6.62042        0.016902
             530        -6.56382        -6.62032       0.0168704
             531        -6.56513        -6.62021        0.016839
             532        -6.56649        -6.62011       0.0168076
             533        -6.56821        -6.62002       0.0167764
             534        -6.57031        -6.61992       0.0167452
             535        -6.57212        -6.61983       0.0167142
             536        -6.57397        -6.61975       0.0166832
             537        -6.57619        -6.61967       0.0166523
             538        -6.57779        -6.61959       0.0166216
             539        -6.57975        -6.61951       0.0165909
             540        -6.58174        -6.61944       0.0165603
             541        -6.58345        -6.61938       0.0165298
             542         -6.5855        -6.61932       0.0164994
             543        -6.58823        -6.61926       0.0164692
             544        -6.59066        -6.61921        0.016439
             545        -6.59181        -6.61916       0.0164089
             546        -6.59363        -6.61911       0.0163789
             547        -6.59645        -6.61907        0.016349
             548        -6.59862        -6.61903       0.0163192
             549        -6.60081          -6.619       0.0162895
             550        -6.60301        -6.61897       0.0162599
             551        -6.60521        -6.61894       0.0162304
             552        -6.60774        -6.61892        0.016201
             553        -6.61026        -6.61891       0.0161718
             554        -6.61279         -6.6189       0.0161426
             555        -6.61498        -6.61889       0.0161135
             556        -6.61685        -6.61889       0.0160845
             557           -6.62        -6.61889       0.0160556
             558        -6.62281        -6.61889       0.0160269
             559        -6.62431         -6.6189       0.0159982
             560        -6.62644        -6.61892       0.0159696
             561         -6.6279        -6.61893       0.0159412
             562        -6.63064        -6.61895       0.0159128
             563         -6.6327        -6.61898       0.0158846
             564         -6.6344        -6.61901       0.0158564
             565        -6.63673        -6.61904       0.0158284
             566        -6.63902        -6.61907       0.0158005
             567        -6.64128        -6.61911       0.0157727
             568        -6.64285        -6.61915       0.0157449
             569        -6.64471         -6.6192       0.0157173
             570        -6.64653        -6.61925       0.0156898
             571        -6.64798         -6.6193       0.0156624
             572        -6.64907        -6.61935       0.0156351
             573        -6.65044         -6.6194       0.0156079
             574        -6.65209        -6.61946       0.0155809
             575        -6.65337        -6.61952       0.0155539
             576         -6.6546        -6.61958        0.015527
             577        -6.65579        -6.61964       0.0155002
             578         -6.6579        -6.61971       0.0154735
             579        -6.65932        -6.61978        0.015447
             580        -6.66101        -6.61985       0.0154205
             581        -6.66201        -6.61992       0.0153941
             582        -6.66328           -6.62       0.0153679
             583        -6.66548        -6.62007       0.0153417
             584         -6.6673        -6.62015       0.0153156
             585        -6.66844        -6.62024       0.0152897
             586         -6.6692        -6.62032       0.0152638
             587        -6.67025        -6.62041        0.015238
             588        -6.67092        -6.62049       0.0152124
             589        -6.67188        -6.62058       0.0151868
             590        -6.67279        -6.62067       0.0151613
             591        -6.67301        -6.62076       0.0151359
             592        -6.67319        -6.62084       0.0151106
             593        -6.67431        -6.62093       0.0150854
             594        -6.67506        -6.62103       0.0150603
             595        -6.67513        -6.62112       0.0150352
             596        -6.67582        -6.62121       0.0150103
             597        -6.67614         -6.6213       0.0149854
             598        -6.67709        -6.62139       0.0149607
             599        -6.67865        -6.62149        0.014936
             600        -6.67921        -6.62159       0.0149114
             601        -6.68007        -6.62168       0.0148869
             602        -6.67993        -6.62178       0.0148625
             603        -6.67978        -6.62188       0.0148382
             604         -6.6796        -6.62197       0.0148139
             605         -6.6794        -6.62207       0.0147897
             606        -6.68048        -6.62216       0.0147656
             607        -6.68122        -6.62226       0.0147416
             608        -6.68227        -6.62236       0.0147177
             609        -6.68233        -6.62246       0.0146939
             610        -6.68303        -6.62256       0.0146701
             611         -6.6834        -6.62266       0.0146464
             612        -6.68376        -6.62276       0.0146229
             613        -6.68346        -6.62285       0.0145993
             614        -6.68413        -6.62295       0.0145759
             615        -6.68447        -6.62305       0.0145525
             616        -6.68546        -6.62316       0.0145293
             617        -6.68515        -6.62326       0.0145061
             618        -6.68582        -6.62336        0.014483
             619        -6.68616        -6.62346       0.0144599
             620        -6.68617        -6.62356       0.0144369
             621        -6.68684        -6.62366       0.0144141
             622        -6.68687        -6.62376       0.0143912
             623        -6.68755        -6.62387       0.0143685
             624        -6.68823        -6.62397       0.0143458
             625        -6.68828        -6.62407       0.0143233
             626         -6.6893        -6.62418       0.0143008
             627        -6.69002        -6.62428       0.0142783
             628        -6.68977        -6.62439        0.014256
             629        -6.69018        -6.62449       0.0142337
             630         -6.6906         -6.6246       0.0142115
             631        -6.69136         -6.6247       0.0141894
             632        -6.69181        -6.62481       0.0141673
             633        -6.69228        -6.62491       0.0141453
             634        -6.69373        -6.62502       0.0141234
             635        -6.69455        -6.62513       0.0141016
             636        -6.69474        -6.62524       0.0140799
             637        -6.69494        -6.62535       0.0140582
             638        -6.69549        -6.62546       0.0140366
             639        -6.69605        -6.62557       0.0140151
             640        -6.69663        -6.62568       0.0139936
             641         -6.6969        -6.62579       0.0139722
             642        -6.69719         -6.6259       0.0139509
             643        -6.69815        -6.62602       0.0139296
             644         -6.6988        -6.62613       0.0139085
             645         -6.6998        -6.62624       0.0138874
             646        -6.70081        -6.62636       0.0138664
             647        -6.70119        -6.62648       0.0138454
             648        -6.70224        -6.62659       0.0138245
             649        -6.70298        -6.62671       0.0138037
             650        -6.70374        -6.62683        0.013783
             651        -6.70387        -6.62695       0.0137623
             652        -6.70466        -6.62707       0.0137418
             653        -6.70547        -6.62719       0.0137212
             654        -6.70726        -6.62731       0.0137008
             655        -6.70842        -6.62743       0.0136804
             656        -6.70927        -6.62756       0.0136602
             657         -6.7098        -6.62768       0.0136399
             658        -6.71035        -6.62781       0.0136198
             659        -6.71253        -6.62794       0.0135997
             660        -6.71278        -6.62806       0.0135797
             661        -6.71368        -6.62819       0.0135598
             662        -6.71427        -6.62832       0.0135399
             663        -6.71551        -6.62846       0.0135202
             664        -6.71643        -6.62859       0.0135004
             665        -6.71735        -6.62872       0.0134808
             666        -6.71763        -6.62886       0.0134612
